0: GOAL CORRECTION ACTIVE
1: GOAL CORRECTION ACTIVE
2: GOAL CORRECTION ACTIVE
3: GOAL CORRECTION ACTIVE
4: GOAL CORRECTION ACTIVE
5: GOAL CORRECTION ACTIVE
6: GOAL CORRECTION ACTIVE
7: GOAL CORRECTION ACTIVE
8: GOAL CORRECTION ACTIVE
9: GOAL CORRECTION ACTIVE
10: GOAL CORRECTION ACTIVE
11: GOAL CORRECTION ACTIVE
12: GOAL CORRECTION ACTIVE
13: GOAL CORRECTION ACTIVE
14: GOAL CORRECTION ACTIVE
15: GOAL CORRECTION ACTIVE
16: GOAL CORRECTION ACTIVE
17: GOAL CORRECTION ACTIVE
18: GOAL CORRECTION ACTIVE
19: GOAL CORRECTION ACTIVE
20: GOAL CORRECTION ACTIVE
21: GOAL CORRECTION ACTIVE
22: GOAL CORRECTION ACTIVE
23: GOAL CORRECTION ACTIVE
24: GOAL CORRECTION ACTIVE
25: GOAL CORRECTION ACTIVE
26: GOAL CORRECTION ACTIVE
27: GOAL CORRECTION ACTIVE
28: GOAL CORRECTION ACTIVE
29: GOAL CORRECTION ACTIVE
30: GOAL CORRECTION ACTIVE
31: GOAL CORRECTION ACTIVE
32: GOAL CORRECTION ACTIVE
33: GOAL CORRECTION ACTIVE
34: GOAL CORRECTION ACTIVE
35: GOAL CORRECTION ACTIVE
36: GOAL CORRECTION ACTIVE
37: GOAL CORRECTION ACTIVE
38: GOAL CORRECTION ACTIVE
39: GOAL CORRECTION ACTIVE
40: GOAL CORRECTION ACTIVE
41: GOAL CORRECTION ACTIVE
42: GOAL CORRECTION ACTIVE
43: GOAL CORRECTION ACTIVE
44: GOAL CORRECTION ACTIVE
45-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 85, obs_right = 0
46-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 78, obs_right = 0
47-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 76, obs_right = 0
48-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 76, obs_right = 0
49-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 66, obs_right = 0
50-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 64, obs_right = 0
51-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 61, obs_right = 0
52-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 54, obs_right = 0
53-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 52, obs_right = 0
54-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 49, obs_right = 0
55-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 42, obs_right = 0
56-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 39, obs_right = 0
57-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 35, obs_right = 0
58-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 30, obs_right = 0
59-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 30, obs_right = 0
60-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 20, obs_right = 0
61-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 17, obs_right = 0
62-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 14, obs_right = 0
63-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 7, obs_right = 0
64-> l_obs : x: -45.0, z: -45.0 -> obstacle = True, obs_left = 4, obs_right = 0
